,stimuli,is_train,pitch,tone,time,cluster,label,rle_label,phoneme,label_all,speaker
5,etsuto-LHH-3.wav,True,104.30090912329564,-0.6888116300541622,5,0,L,L1,etsuto,LHH,3.wav
6,etsuto-LHH-3.wav,True,101.43502937094873,-0.9299862928310709,6,0,L,L1,etsuto,LHH,3.wav
7,etsuto-LHH-3.wav,True,100.32145453950274,-1.0255410033413066,7,0,L,L1,etsuto,LHH,3.wav
8,etsuto-LHH-3.wav,True,102.73811782358098,-0.8194927357333528,8,0,L,L1,etsuto,LHH,3.wav
9,etsuto-LHH-3.wav,True,102.77164805701952,-0.8166681165689877,9,0,L,L1,etsuto,LHH,3.wav
10,etsuto-LHH-3.wav,True,101.69728350614417,-0.9076351693595893,10,0,L,L1,etsuto,LHH,3.wav
11,etsuto-LHH-3.wav,True,,,11,0,L,L1,etsuto,LHH,3.wav
12,etsuto-LHH-3.wav,True,,,12,0,L,L1,etsuto,LHH,3.wav
13,etsuto-LHH-3.wav,True,,,13,0,L,L1,etsuto,LHH,3.wav
14,etsuto-LHH-3.wav,True,,,14,0,L,L1,etsuto,LHH,3.wav
15,etsuto-LHH-3.wav,True,,,15,0,L,L1,etsuto,LHH,3.wav
16,etsuto-LHH-3.wav,True,,,16,0,L,L1,etsuto,LHH,3.wav
17,etsuto-LHH-3.wav,True,,,17,0,L,L1,etsuto,LHH,3.wav
18,etsuto-LHH-3.wav,True,,,18,0,L,L1,etsuto,LHH,3.wav
19,etsuto-LHH-3.wav,True,,,19,1,H,H2,etsuto,LHH,3.wav
20,etsuto-LHH-3.wav,True,,,20,1,H,H2,etsuto,LHH,3.wav
21,etsuto-LHH-3.wav,True,124.83952734441681,0.8671267733653696,21,1,H,H2,etsuto,LHH,3.wav
22,etsuto-LHH-3.wav,True,123.70501640965762,0.7881020009449641,22,1,H,H2,etsuto,LHH,3.wav
23,etsuto-LHH-3.wav,True,120.72398282125376,0.5769518197140964,23,1,H,H2,etsuto,LHH,3.wav
24,etsuto-LHH-3.wav,True,119.3920079372984,0.4809155700064699,24,1,H,H2,etsuto,LHH,3.wav
25,etsuto-LHH-3.wav,True,117.11576488143956,0.3142897075006885,25,1,H,H2,etsuto,LHH,3.wav
26,etsuto-LHH-3.wav,True,116.11120828729273,0.23972143131720525,26,1,H,H2,etsuto,LHH,3.wav
27,etsuto-LHH-3.wav,True,116.0917350281493,0.2382695647356239,27,1,H,H2,etsuto,LHH,3.wav
28,etsuto-LHH-3.wav,True,114.90205887385291,0.14910586723501965,28,1,H,H2,etsuto,LHH,3.wav
29,etsuto-LHH-3.wav,True,112.99850529499466,0.0045001080405921694,29,1,H,H2,etsuto,LHH,3.wav
30,etsuto-LHH-3.wav,True,112.9397757053903,0.0,30,1,H,H2,etsuto,LHH,3.wav
31,etsuto-LHH-3.wav,True,114.37049814554376,0.10896771494830898,31,1,H,H2,etsuto,LHH,3.wav
32,etsuto-LHH-3.wav,True,114.0817587085589,0.08708674000535467,32,1,H,H2,etsuto,LHH,3.wav
33,etsuto-LHH-3.wav,True,113.0726373244131,0.010177077536505087,33,1,H,H2,etsuto,LHH,3.wav
34,etsuto-LHH-3.wav,True,110.28413467417715,-0.20597045750025966,34,1,H,H2,etsuto,LHH,3.wav
35,etsuto-LHH-3.wav,True,,,35,1,H,H2,etsuto,LHH,3.wav
36,etsuto-LHH-3.wav,True,,,36,1,H,H2,etsuto,LHH,3.wav
37,etsuto-LHH-3.wav,True,,,37,1,H,H2,etsuto,LHH,3.wav
38,etsuto-LHH-3.wav,True,,,38,2,H,H2,etsuto,LHH,3.wav
39,etsuto-LHH-3.wav,True,,,39,2,H,H2,etsuto,LHH,3.wav
40,etsuto-LHH-3.wav,True,,,40,2,H,H2,etsuto,LHH,3.wav
41,etsuto-LHH-3.wav,True,,,41,2,H,H2,etsuto,LHH,3.wav
42,etsuto-LHH-3.wav,True,,,42,2,H,H2,etsuto,LHH,3.wav
43,etsuto-LHH-3.wav,True,,,43,2,H,H2,etsuto,LHH,3.wav
44,etsuto-LHH-3.wav,True,119.44087002281353,0.4844574486646743,44,2,H,H2,etsuto,LHH,3.wav
45,etsuto-LHH-3.wav,True,115.18792454012224,0.17061487089527586,45,2,H,H2,etsuto,LHH,3.wav
46,etsuto-LHH-3.wav,True,112.93463754613026,-0.0003938186771129835,46,2,H,H2,etsuto,LHH,3.wav
47,etsuto-LHH-3.wav,True,111.69438268059865,-0.09598223686101942,47,2,H,H2,etsuto,LHH,3.wav
48,etsuto-LHH-3.wav,True,110.20286264073523,-0.2123518278131226,48,2,H,H2,etsuto,LHH,3.wav
49,etsuto-LHH-3.wav,True,109.13776607071723,-0.29641951521626164,49,2,H,H2,etsuto,LHH,3.wav
50,etsuto-LHH-3.wav,True,109.19961531954,-0.2915153834705467,50,2,H,H2,etsuto,LHH,3.wav
51,etsuto-LHH-3.wav,True,111.28258013813132,-0.12795537814675298,51,2,H,H2,etsuto,LHH,3.wav
52,etsuto-LHH-3.wav,True,114.10907866022853,0.08915944508504693,52,2,H,H2,etsuto,LHH,3.wav
53,etsuto-LHH-3.wav,True,114.75018558526031,0.1376568937096611,53,2,H,H2,etsuto,LHH,3.wav
54,etsuto-LHH-3.wav,True,,,54,2,H,H2,etsuto,LHH,3.wav
55,etsuto-LHH-3.wav,True,,,55,2,H,H2,etsuto,LHH,3.wav
56,etsuto-LHH-3.wav,True,,,56,2,H,H2,etsuto,LHH,3.wav
0,esuko-HHL-3.wav,True,155.57154358491735,0.18586527951243556,0,0,H,H2,esuko,HHL,3.wav
1,esuko-HHL-3.wav,True,155.61920537815666,0.18851682748472098,1,0,H,H2,esuko,HHL,3.wav
2,esuko-HHL-3.wav,True,156.05556408972473,0.2127548995605939,2,0,H,H2,esuko,HHL,3.wav
3,esuko-HHL-3.wav,True,154.91752320771286,0.14939816548105678,3,0,H,H2,esuko,HHL,3.wav
4,esuko-HHL-3.wav,True,152.3908903625818,0.007056101795464465,4,0,H,H2,esuko,HHL,3.wav
5,esuko-HHL-3.wav,True,148.66716626507815,-0.20708753547804273,5,0,H,H2,esuko,HHL,3.wav
6,esuko-HHL-3.wav,True,147.8252230482085,-0.2562491576614301,6,0,H,H2,esuko,HHL,3.wav
7,esuko-HHL-3.wav,True,146.27537244480396,-0.3474825320531231,7,0,H,H2,esuko,HHL,3.wav
8,esuko-HHL-3.wav,True,,,8,0,H,H2,esuko,HHL,3.wav
9,esuko-HHL-3.wav,True,,,9,0,H,H2,esuko,HHL,3.wav
10,esuko-HHL-3.wav,True,,,10,0,H,H2,esuko,HHL,3.wav
11,esuko-HHL-3.wav,True,,,11,0,H,H2,esuko,HHL,3.wav
12,esuko-HHL-3.wav,True,,,12,0,H,H2,esuko,HHL,3.wav
13,esuko-HHL-3.wav,True,,,13,0,H,H2,esuko,HHL,3.wav
14,esuko-HHL-3.wav,True,,,14,0,H,H2,esuko,HHL,3.wav
15,esuko-HHL-3.wav,True,,,15,0,H,H2,esuko,HHL,3.wav
16,esuko-HHL-3.wav,True,,,16,0,H,H2,esuko,HHL,3.wav
17,esuko-HHL-3.wav,True,,,17,0,H,H2,esuko,HHL,3.wav
18,esuko-HHL-3.wav,True,163.6488240221794,0.6240155301459517,18,1,H,H2,esuko,HHL,3.wav
19,esuko-HHL-3.wav,True,162.29541349329273,0.552129496083489,19,1,H,H2,esuko,HHL,3.wav
20,esuko-HHL-3.wav,True,162.77948576793742,0.5779094940291342,20,1,H,H2,esuko,HHL,3.wav
21,esuko-HHL-3.wav,True,162.14860603920346,0.5442958463559217,21,1,H,H2,esuko,HHL,3.wav
22,esuko-HHL-3.wav,True,160.97614461092053,0.48147756796519425,22,1,H,H2,esuko,HHL,3.wav
23,esuko-HHL-3.wav,True,159.9279779170694,0.4249302008439132,23,1,H,H2,esuko,HHL,3.wav
24,esuko-HHL-3.wav,True,157.89346850964438,0.31410507839289875,24,1,H,H2,esuko,HHL,3.wav
25,esuko-HHL-3.wav,True,152.06018415747792,-0.01174922081982027,25,1,H,H2,esuko,HHL,3.wav
26,esuko-HHL-3.wav,True,152.26671911102096,0.0,26,1,H,H2,esuko,HHL,3.wav
27,esuko-HHL-3.wav,True,151.8850465121234,-0.021724843329181134,27,1,H,H2,esuko,HHL,3.wav
28,esuko-HHL-3.wav,True,153.10863156981392,0.04772982510414444,28,1,H,H2,esuko,HHL,3.wav
29,esuko-HHL-3.wav,True,157.0308921195027,0.2666865380197362,29,1,H,H2,esuko,HHL,3.wav
30,esuko-HHL-3.wav,True,158.04341728385788,0.3223217968167226,30,1,H,H2,esuko,HHL,3.wav
31,esuko-HHL-3.wav,True,,,31,1,H,H2,esuko,HHL,3.wav
32,esuko-HHL-3.wav,True,,,32,1,H,H2,esuko,HHL,3.wav
33,esuko-HHL-3.wav,True,,,33,1,H,H2,esuko,HHL,3.wav
34,esuko-HHL-3.wav,True,,,34,1,H,H2,esuko,HHL,3.wav
35,esuko-HHL-3.wav,True,,,35,2,L,L1,esuko,HHL,3.wav
36,esuko-HHL-3.wav,True,,,36,2,L,L1,esuko,HHL,3.wav
37,esuko-HHL-3.wav,True,,,37,2,L,L1,esuko,HHL,3.wav
38,esuko-HHL-3.wav,True,,,38,2,L,L1,esuko,HHL,3.wav
39,esuko-HHL-3.wav,True,,,39,2,L,L1,esuko,HHL,3.wav
40,esuko-HHL-3.wav,True,87.30623739592764,-4.8146640849453854,40,2,L,L1,esuko,HHL,3.wav
41,esuko-HHL-3.wav,True,85.93455738889581,-4.95174200366028,41,2,L,L1,esuko,HHL,3.wav
42,esuko-HHL-3.wav,True,83.97494679593446,-5.151418592132875,42,2,L,L1,esuko,HHL,3.wav
43,esuko-HHL-3.wav,True,80.3533293730864,-5.533025638580675,43,2,L,L1,esuko,HHL,3.wav
44,esuko-HHL-3.wav,True,77.90989027206555,-5.80033355347473,44,2,L,L1,esuko,HHL,3.wav
45,esuko-HHL-3.wav,True,75.23062718599964,-6.103251742964067,45,2,L,L1,esuko,HHL,3.wav
46,esuko-HHL-3.wav,True,73.76448321767404,-6.273614399994764,46,2,L,L1,esuko,HHL,3.wav
47,esuko-HHL-3.wav,True,70.2190741478561,-6.699994605820534,47,2,L,L1,esuko,HHL,3.wav
48,esuko-HHL-3.wav,True,67.27736778070816,-7.070444882081259,48,2,L,L1,esuko,HHL,3.wav
49,esuko-HHL-3.wav,True,70.73523060580476,-6.636598767689314,49,2,L,L1,esuko,HHL,3.wav
50,esuko-HHL-3.wav,True,,,50,2,L,L1,esuko,HHL,3.wav
51,esuko-HHL-3.wav,True,,,51,2,L,L1,esuko,HHL,3.wav
0,esuko-LHH-3.wav,True,107.19706571728952,-0.9686061781439061,0,0,L,L1,esuko,LHH,3.wav
1,esuko-LHH-3.wav,True,103.54955059723453,-1.268270918791072,1,0,L,L1,esuko,LHH,3.wav
2,esuko-LHH-3.wav,True,103.67618950434955,-1.2576910740710348,2,0,L,L1,esuko,LHH,3.wav
3,esuko-LHH-3.wav,True,103.63072383743858,-1.2614879427143886,3,0,L,L1,esuko,LHH,3.wav
4,esuko-LHH-3.wav,True,101.90833338294071,-1.4065664908748072,4,0,L,L1,esuko,LHH,3.wav
5,esuko-LHH-3.wav,True,100.59414874408432,-1.5189203302476324,5,0,L,L1,esuko,LHH,3.wav
6,esuko-LHH-3.wav,True,98.2741921509259,-1.7208916465918946,6,0,L,L1,esuko,LHH,3.wav
7,esuko-LHH-3.wav,True,101.39401834559048,-1.4503634069722495,7,0,L,L1,esuko,LHH,3.wav
8,esuko-LHH-3.wav,True,,,8,0,L,L1,esuko,LHH,3.wav
9,esuko-LHH-3.wav,True,,,9,0,L,L1,esuko,LHH,3.wav
10,esuko-LHH-3.wav,True,,,10,0,L,L1,esuko,LHH,3.wav
11,esuko-LHH-3.wav,True,,,11,0,L,L1,esuko,LHH,3.wav
12,esuko-LHH-3.wav,True,,,12,0,L,L1,esuko,LHH,3.wav
13,esuko-LHH-3.wav,True,,,13,0,L,L1,esuko,LHH,3.wav
14,esuko-LHH-3.wav,True,,,14,0,L,L1,esuko,LHH,3.wav
15,esuko-LHH-3.wav,True,,,15,0,L,L1,esuko,LHH,3.wav
16,esuko-LHH-3.wav,True,,,16,0,L,L1,esuko,LHH,3.wav
17,esuko-LHH-3.wav,True,,,17,0,L,L1,esuko,LHH,3.wav
18,esuko-LHH-3.wav,True,,,18,0,L,L1,esuko,LHH,3.wav
19,esuko-LHH-3.wav,True,137.85144001326387,1.208487355355196,19,1,H,H2,esuko,LHH,3.wav
20,esuko-LHH-3.wav,True,138.37411580149077,1.241245917410952,20,1,H,H2,esuko,LHH,3.wav
21,esuko-LHH-3.wav,True,137.07713026443943,1.1597286925242896,21,1,H,H2,esuko,LHH,3.wav
22,esuko-LHH-3.wav,True,133.88942146060066,0.9560531984678539,22,1,H,H2,esuko,LHH,3.wav
23,esuko-LHH-3.wav,True,131.9822128476602,0.8318623973407192,23,1,H,H2,esuko,LHH,3.wav
24,esuko-LHH-3.wav,True,129.3210140434768,0.6555416786253789,24,1,H,H2,esuko,LHH,3.wav
25,esuko-LHH-3.wav,True,125.57768073401523,0.40128176454118747,25,1,H,H2,esuko,LHH,3.wav
26,esuko-LHH-3.wav,True,121.11123222003492,0.08779735405787707,26,1,H,H2,esuko,LHH,3.wav
27,esuko-LHH-3.wav,True,126.46297642412262,0.4620918085513334,27,1,H,H2,esuko,LHH,3.wav
28,esuko-LHH-3.wav,True,118.77322205135053,-0.0809410077384412,28,1,H,H2,esuko,LHH,3.wav
29,esuko-LHH-3.wav,True,119.26398914560644,-0.04524768469391904,29,1,H,H2,esuko,LHH,3.wav
30,esuko-LHH-3.wav,True,,,30,1,H,H2,esuko,LHH,3.wav
31,esuko-LHH-3.wav,True,,,31,1,H,H2,esuko,LHH,3.wav
32,esuko-LHH-3.wav,True,,,32,1,H,H2,esuko,LHH,3.wav
33,esuko-LHH-3.wav,True,,,33,1,H,H2,esuko,LHH,3.wav
34,esuko-LHH-3.wav,True,,,34,1,H,H2,esuko,LHH,3.wav
35,esuko-LHH-3.wav,True,,,35,1,H,H2,esuko,LHH,3.wav
36,esuko-LHH-3.wav,True,,,36,1,H,H2,esuko,LHH,3.wav
37,esuko-LHH-3.wav,True,,,37,2,H,H2,esuko,LHH,3.wav
38,esuko-LHH-3.wav,True,143.58143421260445,1.5610166091955056,38,2,H,H2,esuko,LHH,3.wav
39,esuko-LHH-3.wav,True,131.6012086364161,0.8068377611543136,39,2,H,H2,esuko,LHH,3.wav
40,esuko-LHH-3.wav,True,126.9311867211182,0.4940808062740253,40,2,H,H2,esuko,LHH,3.wav
41,esuko-LHH-3.wav,True,122.44045269746879,0.1822830316331334,41,2,H,H2,esuko,LHH,3.wav
42,esuko-LHH-3.wav,True,119.85547642112927,-0.0024236930508162637,42,2,H,H2,esuko,LHH,3.wav
43,esuko-LHH-3.wav,True,119.40640945446941,-0.03491699774263781,43,2,H,H2,esuko,LHH,3.wav
44,esuko-LHH-3.wav,True,118.38524908058135,-0.10926268703980951,44,2,H,H2,esuko,LHH,3.wav
45,esuko-LHH-3.wav,True,117.45162402767879,-0.1777987010668712,45,2,H,H2,esuko,LHH,3.wav
46,esuko-LHH-3.wav,True,117.55964845695189,-0.16984097285738858,46,2,H,H2,esuko,LHH,3.wav
47,esuko-LHH-3.wav,True,118.45884190137575,-0.10388335075583499,47,2,H,H2,esuko,LHH,3.wav
48,esuko-LHH-3.wav,True,119.28253069817954,-0.04390204497455614,48,2,H,H2,esuko,LHH,3.wav
49,esuko-LHH-3.wav,True,120.13467941317425,0.017717380770540598,49,2,H,H2,esuko,LHH,3.wav
50,esuko-LHH-3.wav,True,121.45074161617256,0.11202912464875538,50,2,H,H2,esuko,LHH,3.wav
51,esuko-LHH-3.wav,True,119.92260392654767,0.0024230146164093925,51,2,H,H2,esuko,LHH,3.wav
52,esuko-LHH-3.wav,True,120.09759530437438,0.015044914199633674,52,2,H,H2,esuko,LHH,3.wav
53,esuko-LHH-3.wav,True,,,53,2,H,H2,esuko,LHH,3.wav
54,esuko-LHH-3.wav,True,,,54,2,H,H2,esuko,LHH,3.wav
0,esuko-HLL-3.wav,True,160.42388280327452,3.906574941012243,0,0,H,H1,esuko,HLL,3.wav
1,esuko-HLL-3.wav,True,157.74949330850484,3.761053550952593,1,0,H,H1,esuko,HLL,3.wav
2,esuko-HLL-3.wav,True,154.53100126195153,3.5826190852794175,2,0,H,H1,esuko,HLL,3.wav
3,esuko-HLL-3.wav,True,150.5282064159871,3.3554444157060623,3,0,H,H1,esuko,HLL,3.wav
4,esuko-HLL-3.wav,True,151.27751493377195,3.3984267382030744,4,0,H,H1,esuko,HLL,3.wav
5,esuko-HLL-3.wav,True,151.4541810442243,3.4085297576263662,5,0,H,H1,esuko,HLL,3.wav
6,esuko-HLL-3.wav,True,152.19398126056814,3.45070916185868,6,0,H,H1,esuko,HLL,3.wav
7,esuko-HLL-3.wav,True,,,7,0,H,H1,esuko,HLL,3.wav
8,esuko-HLL-3.wav,True,,,8,0,H,H1,esuko,HLL,3.wav
9,esuko-HLL-3.wav,True,,,9,0,H,H1,esuko,HLL,3.wav
10,esuko-HLL-3.wav,True,,,10,0,H,H1,esuko,HLL,3.wav
11,esuko-HLL-3.wav,True,,,11,0,H,H1,esuko,HLL,3.wav
12,esuko-HLL-3.wav,True,,,12,0,H,H1,esuko,HLL,3.wav
13,esuko-HLL-3.wav,True,,,13,0,H,H1,esuko,HLL,3.wav
14,esuko-HLL-3.wav,True,,,14,0,H,H1,esuko,HLL,3.wav
15,esuko-HLL-3.wav,True,,,15,0,H,H1,esuko,HLL,3.wav
16,esuko-HLL-3.wav,True,133.7315989061545,2.33128368949844,16,1,L,L2,esuko,HLL,3.wav
17,esuko-HLL-3.wav,True,122.26344267632204,1.5551998991994274,17,1,L,L2,esuko,HLL,3.wav
18,esuko-HLL-3.wav,True,112.45305660345126,0.8311785778444921,18,1,L,L2,esuko,HLL,3.wav
19,esuko-HLL-3.wav,True,108.1918777133836,0.49679449817530646,19,1,L,L2,esuko,HLL,3.wav
20,esuko-HLL-3.wav,True,101.37520119095133,-0.06653001085817371,20,1,L,L2,esuko,HLL,3.wav
21,esuko-HLL-3.wav,True,100.53731822673775,-0.1383720069595152,21,1,L,L2,esuko,HLL,3.wav
22,esuko-HLL-3.wav,True,102.85271939013326,0.05872095562032856,22,1,L,L2,esuko,HLL,3.wav
23,esuko-HLL-3.wav,True,102.15735751987027,0.0,23,1,L,L2,esuko,HLL,3.wav
24,esuko-HLL-3.wav,True,101.9766982867334,-0.015321475689311708,24,1,L,L2,esuko,HLL,3.wav
25,esuko-HLL-3.wav,True,103.22979645942911,0.09039804318496206,25,1,L,L2,esuko,HLL,3.wav
26,esuko-HLL-3.wav,True,,,26,1,L,L2,esuko,HLL,3.wav
27,esuko-HLL-3.wav,True,,,27,1,L,L2,esuko,HLL,3.wav
28,esuko-HLL-3.wav,True,,,28,1,L,L2,esuko,HLL,3.wav
29,esuko-HLL-3.wav,True,,,29,1,L,L2,esuko,HLL,3.wav
30,esuko-HLL-3.wav,True,,,30,1,L,L2,esuko,HLL,3.wav
31,esuko-HLL-3.wav,True,,,31,1,L,L2,esuko,HLL,3.wav
32,esuko-HLL-3.wav,True,,,32,2,L,L2,esuko,HLL,3.wav
33,esuko-HLL-3.wav,True,,,33,2,L,L2,esuko,HLL,3.wav
34,esuko-HLL-3.wav,True,,,34,2,L,L2,esuko,HLL,3.wav
35,esuko-HLL-3.wav,True,89.82448413198831,-1.1136747774940912,35,2,L,L2,esuko,HLL,3.wav
36,esuko-HLL-3.wav,True,88.61310559101261,-1.2312067391623998,36,2,L,L2,esuko,HLL,3.wav
37,esuko-HLL-3.wav,True,87.17730935087721,-1.3726111846603863,37,2,L,L2,esuko,HLL,3.wav
38,esuko-HLL-3.wav,True,84.96238400323435,-1.5953817578441627,38,2,L,L2,esuko,HLL,3.wav
39,esuko-HLL-3.wav,True,79.86046463441014,-2.1314384517919223,39,2,L,L2,esuko,HLL,3.wav
40,esuko-HLL-3.wav,True,78.05527725977585,-2.3293501957424216,40,2,L,L2,esuko,HLL,3.wav
41,esuko-HLL-3.wav,True,76.96498646863542,-2.451113610392773,41,2,L,L2,esuko,HLL,3.wav
42,esuko-HLL-3.wav,True,75.42151645515743,-2.6264702969914255,42,2,L,L2,esuko,HLL,3.wav
43,esuko-HLL-3.wav,True,73.79402281151197,-2.815303454780123,43,2,L,L2,esuko,HLL,3.wav
44,esuko-HLL-3.wav,True,71.12342855590465,-3.134378014076149,44,2,L,L2,esuko,HLL,3.wav
45,esuko-HLL-3.wav,True,,,45,2,L,L2,esuko,HLL,3.wav
46,esuko-HLL-3.wav,True,,,46,2,L,L2,esuko,HLL,3.wav
0,esu-HL-3.wav,True,149.65490014587039,3.164853995919256,0,0,H,H1,esu,HL,3.wav
1,esu-HL-3.wav,True,149.90494153316016,3.179304539805827,1,0,H,H1,esu,HL,3.wav
2,esu-HL-3.wav,True,152.6944176928968,3.338900809934924,2,0,H,H1,esu,HL,3.wav
3,esu-HL-3.wav,True,154.37093423575874,3.4334237297365173,3,0,H,H1,esu,HL,3.wav
4,esu-HL-3.wav,True,156.00889500442713,3.5247866184109897,4,0,H,H1,esu,HL,3.wav
5,esu-HL-3.wav,True,154.73879503791431,3.4540265573522775,5,0,H,H1,esu,HL,3.wav
6,esu-HL-3.wav,True,152.18563683585765,3.310010118405926,6,0,H,H1,esu,HL,3.wav
7,esu-HL-3.wav,True,153.60177797084185,3.3901863833526176,7,0,H,H1,esu,HL,3.wav
8,esu-HL-3.wav,True,152.85979410510464,3.3482708428989025,8,0,H,H1,esu,HL,3.wav
9,esu-HL-3.wav,True,,,9,0,H,H1,esu,HL,3.wav
10,esu-HL-3.wav,True,,,10,0,H,H1,esu,HL,3.wav
11,esu-HL-3.wav,True,,,11,0,H,H1,esu,HL,3.wav
12,esu-HL-3.wav,True,,,12,0,H,H1,esu,HL,3.wav
13,esu-HL-3.wav,True,,,13,0,H,H1,esu,HL,3.wav
14,esu-HL-3.wav,True,,,14,0,H,H1,esu,HL,3.wav
15,esu-HL-3.wav,True,,,15,0,H,H1,esu,HL,3.wav
16,esu-HL-3.wav,True,,,16,0,H,H1,esu,HL,3.wav
17,esu-HL-3.wav,True,,,17,1,L,L1,esu,HL,3.wav
18,esu-HL-3.wav,True,,,18,1,L,L1,esu,HL,3.wav
19,esu-HL-3.wav,True,,,19,1,L,L1,esu,HL,3.wav
20,esu-HL-3.wav,True,,,20,1,L,L1,esu,HL,3.wav
21,esu-HL-3.wav,True,,,21,1,L,L1,esu,HL,3.wav
22,esu-HL-3.wav,True,103.82571822180219,0.0,22,1,L,L1,esu,HL,3.wav
23,esu-HL-3.wav,True,97.49405697801862,-0.5446660115105347,23,1,L,L1,esu,HL,3.wav
24,esu-HL-3.wav,True,96.16525413376418,-0.6634573476440988,24,1,L,L1,esu,HL,3.wav
25,esu-HL-3.wav,True,94.07738778581165,-0.8534636682754727,25,1,L,L1,esu,HL,3.wav
26,esu-HL-3.wav,True,91.54749191097231,-1.08942950993791,26,1,L,L1,esu,HL,3.wav
27,esu-HL-3.wav,True,89.76958787640852,-1.2591910490324778,27,1,L,L1,esu,HL,3.wav
28,esu-HL-3.wav,True,87.51946639315608,-1.4789280275731511,28,1,L,L1,esu,HL,3.wav
29,esu-HL-3.wav,True,81.04466348060366,-2.144248526351892,29,1,L,L1,esu,HL,3.wav
30,esu-HL-3.wav,True,78.6358256424182,-2.4054312475358666,30,1,L,L1,esu,HL,3.wav
31,esu-HL-3.wav,True,78.70415641604332,-2.3979127155144218,31,1,L,L1,esu,HL,3.wav
0,etsu-HL-3.wav,True,132.93542787261973,2.0126044722609184,0,0,H,H1,etsu,HL,3.wav
1,etsu-HL-3.wav,True,131.11562538190913,1.8932883825251035,1,0,H,H1,etsu,HL,3.wav
2,etsu-HL-3.wav,True,126.8242593840306,1.6052350434140197,2,0,H,H1,etsu,HL,3.wav
3,etsu-HL-3.wav,True,126.76996868405797,1.6015287323322487,3,0,H,H1,etsu,HL,3.wav
4,etsu-HL-3.wav,True,127.32600413597575,1.6394131990838519,4,0,H,H1,etsu,HL,3.wav
5,etsu-HL-3.wav,True,126.6590750503606,1.5939533240875727,5,0,H,H1,etsu,HL,3.wav
6,etsu-HL-3.wav,True,126.546068734925,1.586226767229106,6,0,H,H1,etsu,HL,3.wav
7,etsu-HL-3.wav,True,127.01972095653804,1.618565664689077,7,0,H,H1,etsu,HL,3.wav
8,etsu-HL-3.wav,True,125.67108556676187,1.5261671438361473,8,0,H,H1,etsu,HL,3.wav
9,etsu-HL-3.wav,True,,,9,0,H,H1,etsu,HL,3.wav
10,etsu-HL-3.wav,True,,,10,0,H,H1,etsu,HL,3.wav
11,etsu-HL-3.wav,True,,,11,0,H,H1,etsu,HL,3.wav
12,etsu-HL-3.wav,True,,,12,0,H,H1,etsu,HL,3.wav
13,etsu-HL-3.wav,True,,,13,0,H,H1,etsu,HL,3.wav
14,etsu-HL-3.wav,True,,,14,0,H,H1,etsu,HL,3.wav
15,etsu-HL-3.wav,True,,,15,0,H,H1,etsu,HL,3.wav
16,etsu-HL-3.wav,True,,,16,0,H,H1,etsu,HL,3.wav
17,etsu-HL-3.wav,True,,,17,1,L,L1,etsu,HL,3.wav
18,etsu-HL-3.wav,True,,,18,1,L,L1,etsu,HL,3.wav
19,etsu-HL-3.wav,True,,,19,1,L,L1,etsu,HL,3.wav
20,etsu-HL-3.wav,True,,,20,1,L,L1,etsu,HL,3.wav
21,etsu-HL-3.wav,True,,,21,1,L,L1,etsu,HL,3.wav
22,etsu-HL-3.wav,True,,,22,1,L,L1,etsu,HL,3.wav
23,etsu-HL-3.wav,True,,,23,1,L,L1,etsu,HL,3.wav
24,etsu-HL-3.wav,True,85.04370175952677,-1.854091566531204,24,1,L,L1,etsu,HL,3.wav
25,etsu-HL-3.wav,True,80.37932745269364,-2.3423709023558255,25,1,L,L1,etsu,HL,3.wav
26,etsu-HL-3.wav,True,77.79030028591993,-2.6257762833462395,26,1,L,L1,etsu,HL,3.wav
27,etsu-HL-3.wav,True,78.15911115174747,-2.5848335755114484,27,1,L,L1,etsu,HL,3.wav
28,etsu-HL-3.wav,True,76.87829380086671,-2.727860031404983,28,1,L,L1,etsu,HL,3.wav
29,etsu-HL-3.wav,True,78.16774708455704,-2.5838771934086378,29,1,L,L1,etsu,HL,3.wav
30,etsu-HL-3.wav,True,75.72059617020498,-2.8592033203555887,30,1,L,L1,etsu,HL,3.wav
31,etsu-HL-3.wav,True,73.62531144391005,-3.1021069490355395,31,1,L,L1,etsu,HL,3.wav
32,etsu-HL-3.wav,True,72.11928655780268,-3.2810071897890825,32,1,L,L1,etsu,HL,3.wav
0,etsu-LL-1.wav,True,112.68575074401943,0.49115649104836784,0,0,L,L2,etsu,LL,1.wav
1,etsu-LL-1.wav,True,112.10416220552206,0.44636497376874695,1,0,L,L2,etsu,LL,1.wav
2,etsu-LL-1.wav,True,108.73765702873723,0.18243579940860982,2,0,L,L2,etsu,LL,1.wav
3,etsu-LL-1.wav,True,105.82131644314859,-0.05289246481593464,3,0,L,L2,etsu,LL,1.wav
4,etsu-LL-1.wav,True,106.93921594119443,0.03807193835248224,4,0,L,L2,etsu,LL,1.wav
5,etsu-LL-1.wav,True,105.48471202502628,-0.08047054798080074,5,0,L,L2,etsu,LL,1.wav
6,etsu-LL-1.wav,True,99.65766510332956,-0.5723580172448635,6,0,L,L2,etsu,LL,1.wav
7,etsu-LL-1.wav,True,95.86516807646915,-0.9082023517125248,7,0,L,L2,etsu,LL,1.wav
8,etsu-LL-1.wav,True,82.68120333894963,-2.188886341784728,8,0,L,L2,etsu,LL,1.wav
